Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
49.22	207	514	55.43	34.27	33.47	31.63	31.74	32.12
50.4	206	515.1	56.25	34.88	33.95	31.72	31.74	32.09
51.52	204	516.2	57	35.5	34.43	31.84	31.72	32.07
52.6	202	517.2	57.67	36.13	34.93	31.96	31.72	32.04
53.6	198	518.3	58.26	36.76	35.45	32.11	31.73	32.02
54.56	194	519.4	58.77	37.38	35.97	32.25	31.75	32.01
55.42	189	520.5	59.19	38.01	36.48	32.43	31.78	32
56.23	183	521.5	59.53	38.63	36.99	32.6	31.82	31.99
56.96	177	522.6	59.77	39.24	37.5	32.78	31.86	31.97
57.58	170	523.7	59.93	39.83	38.01	32.96	31.9	31.97
58.06	164	524.7	60	40.4	38.51	33.16	31.96	31.97
58.6	154	525.8	59.97	40.98	38.99	33.37	32.03	31.98
58.97	145	526.9	59.86	41.52	39.46	33.59	32.1	32
59.3	135	528	59.66	42.05	39.93	33.81	32.2	32.03
59.5	125	529	59.36	42.55	40.36	34.04	32.3	32.06
59.6	114	530.1	58.98	43.02	40.8	34.28	32.4	32.1
59.59	104	531.2	58.51	43.46	41.21	34.51	32.5	32.14
59.49	93	532.3	57.96	43.88	41.6	34.75	32.62	32.19
59.31	82	533.3	57.33	44.26	41.95	34.99	32.74	32.25
59.01	71	534.4	56.61	44.61	42.28	35.23	32.87	32.3
58.66	60	535.5	55.83	44.92	42.57	35.46	33	32.37
58.16	49	536.5	54.97	45.18	42.84	35.69	33.12	32.43
