Temperature	Time
39.98,218.23
39.98,218.92
39.98,219.61
39.98,220.3
39.99,220.99
39.99,221.68
39.99,222.37
39.99,223.06
39.98,223.75
39.98,224.44
39.98,225.13
39.98,225.82
39.98,226.5
39.99,227.19
39.98,227.88
39.98,228.57
39.98,229.26
39.99,229.95
39.99,230.64
39.99,231.33
39.99,232.02
39.99,232.71
39.98,233.4
39.99,234.09
39.98,234.77
39.98,235.46
39.99,236.15
39.99,236.84
39.99,237.53
39.99,238.22
39.99,238.91
39.99,239.6
39.99,240.29
39.99,240.98
39.98,241.67
39.98,242.36
39.99,243.04
39.99,243.73
40,244.42
39.99,245.11
39.99,245.8
39.99,246.49
39.99,247.18
39.99,247.87
39.99,248.56
39.99,249.25
39.99,249.94
39.99,250.63
39.99,251.31
39.99,252
39.99,252.69
39.99,253.38
39.99,254.07
40,254.76
40,255.45
39.99,256.14
40,256.83
40,257.52
39.99,258.2
39.99,258.89
39.99,259.58
39.99,260.27
39.99,260.96
39.99,261.65
39.99,262.34
40,263.03
40,263.72
40,264.41
40,265.1
40,265.79
40,266.48
40,267.16
40,267.85
40,268.54
39.99,269.23
40,269.92
39.99,270.61
39.99,271.3
39.99,271.99
39.99,272.68
39.99,273.37
39.99,274.06
39.99,274.75
39.99,275.43
39.99,276.12
39.99,276.81
40,277.5
40,278.19
40,278.88
40,279.57
40,280.26
